id,found_id,required_sum,current_sum,closedFoundrisingAmount,philantrops_amount,creation_date,closing_date
410,581,$338993.63,$18484.93,86,17,7/7/2021,4/13/2022
411,394,$148311.02,$22044.01,91,26,5/7/2021,11/18/2021
412,521,$460817.97,$42901.62,27,49,1/8/2021,1/18/2022
413,128,$370417.67,$10423.61,66,56,7/29/2021,11/17/2021
414,374,$364624.14,$9506.57,80,27,5/20/2021,4/13/2022
415,404,$273431.59,$32022.99,26,35,5/29/2021,3/11/2022
416,195,$282638.61,$2331.76,36,13,1/11/2021,12/2/2021
417,918,$148559.23,$49844.87,38,29,3/5/2021,3/16/2022
418,809,$268935.19,$33917.87,10,39,5/22/2021,4/23/2022
419,95,$378578.20,$32893.81,20,55,8/4/2021,3/21/2022
420,487,$208816.25,$25062.53,99,61,6/19/2021,9/25/2021
421,462,$356228.86,$39806.52,59,14,2/23/2021,2/26/2022
422,675,$182626.07,$4691.91,61,40,3/5/2021,7/2/2022
423,382,$96882.25,$45378.05,7,29,2/21/2021,10/12/2021
424,956,$302574.43,$19139.59,26,6,3/23/2021,8/19/2021
425,680,$249110.55,$8535.74,53,41,8/2/2021,3/8/2022
426,254,$304941.32,$2251.95,43,6,4/11/2021,4/28/2022
427,162,$423566.20,$28454.21,43,22,3/31/2021,6/25/2022
428,79,$141016.78,$29165.55,7,56,3/29/2021,7/9/2022
429,616,$195420.17,$27371.62,54,30,5/18/2021,4/6/2022
430,646,$417735.97,$9160.11,14,20,3/1/2021,12/16/2021
431,273,$457990.00,$33306.56,36,13,3/28/2021,10/15/2021
432,404,$127668.94,$10389.00,4,16,5/22/2021,7/31/2022
433,622,$68618.83,$1366.61,10,38,5/11/2021,5/4/2022
434,824,$337676.99,$30169.06,77,43,3/17/2021,2/14/2022
435,946,$322097.10,$16743.63,35,47,1/17/2021,10/17/2021
436,602,$489518.83,$41792.98,38,31,3/2/2021,3/3/2022
437,291,$288069.84,$48321.05,37,19,2/2/2021,2/3/2022
438,407,$152609.56,$38848.20,94,10,1/26/2021,3/7/2022
439,693,$347844.21,$3025.51,31,12,5/24/2021,12/28/2021
440,876,$437054.13,$24990.54,93,58,2/14/2021,6/16/2022
441,217,$355321.19,$33591.03,84,22,6/17/2021,3/15/2022
442,308,$473001.10,$39839.84,6,27,7/1/2021,5/30/2022
443,191,$424884.56,$18215.19,68,34,5/20/2021,6/11/2022
444,607,$413887.96,$16925.77,24,58,7/20/2021,6/10/2022
445,129,$241130.40,$25934.72,76,52,6/30/2021,2/18/2022
446,377,$457241.52,$40190.12,0,18,1/1/2021,4/3/2022
447,873,$359970.38,$40789.10,72,59,7/22/2021,6/11/2022
448,196,$66765.43,$1918.95,5,18,7/19/2021,12/26/2021
449,880,$240616.88,$11331.06,48,60,1/15/2021,12/30/2021
450,470,$407697.53,$7684.87,31,20,6/25/2021,7/21/2022
451,655,$148152.46,$3988.80,27,49,3/17/2021,12/11/2021
452,870,$312376.50,$49812.77,46,10,8/2/2021,9/14/2021
453,119,$492225.43,$34561.69,69,35,3/14/2021,2/7/2022
454,500,$173473.30,$46698.89,68,45,4/6/2021,12/2/2021
455,427,$58991.62,$12866.58,51,18,6/3/2021,11/7/2021
456,98,$157780.19,$33999.96,61,61,3/17/2021,6/8/2022
457,523,$403142.02,$22603.92,13,51,8/2/2021,4/12/2022
458,99,$326195.96,$32570.59,61,50,7/21/2021,7/15/2022
459,184,$247867.55,$18478.75,95,39,7/3/2021,9/18/2021
460,84,$464882.50,$4474.92,30,22,1/30/2021,12/31/2021
461,507,$291769.92,$45714.26,89,15,4/11/2021,4/27/2022
462,218,$201478.29,$21327.66,90,37,4/17/2021,10/6/2021
463,573,$348816.94,$19969.80,39,60,5/30/2021,11/29/2021
464,43,$144233.99,$38902.05,25,22,1/30/2021,11/16/2021
465,307,$177826.82,$30170.39,28,54,5/15/2021,1/22/2022
466,222,$273565.91,$8531.79,74,35,8/5/2021,1/5/2022
467,769,$155464.31,$18324.96,8,10,1/26/2021,5/31/2022
468,341,$370391.63,$23578.50,96,50,2/1/2021,12/29/2021
469,124,$464366.00,$4745.78,34,59,1/4/2021,11/15/2021
470,812,$194134.02,$5080.01,0,44,1/7/2021,6/19/2022
471,927,$113972.96,$48215.55,89,6,1/17/2021,1/24/2022
472,638,$405794.25,$26826.38,35,35,2/6/2021,7/15/2022
473,161,$404851.34,$19819.93,53,38,3/10/2021,10/10/2021
474,753,$237638.23,$8602.87,77,36,1/25/2021,6/5/2022
475,272,$149265.68,$10493.14,96,59,4/17/2021,7/23/2022
476,228,$330572.67,$23044.96,24,59,1/28/2021,12/7/2021
477,480,$106027.94,$12387.39,63,44,7/16/2021,4/29/2022
478,599,$288327.50,$18247.91,81,56,7/27/2021,3/1/2022
479,378,$451456.65,$12821.59,16,8,3/16/2021,3/15/2022
480,173,$491349.86,$14446.04,57,39,4/10/2021,10/29/2021
481,970,$355992.26,$2943.53,17,60,5/8/2021,5/1/2022
482,25,$178316.11,$47925.64,89,39,7/13/2021,2/3/2022
483,936,$179177.77,$31233.75,26,31,3/12/2021,6/8/2022
484,696,$375368.69,$39289.39,20,24,2/22/2021,9/10/2021
485,146,$63563.09,$1052.57,98,41,7/24/2021,7/22/2022
486,223,$116210.69,$28436.03,76,30,4/1/2021,3/14/2022
487,914,$113228.95,$12942.12,41,42,6/19/2021,2/5/2022
488,104,$270030.68,$49148.95,43,39,1/22/2021,10/23/2021
489,36,$392848.42,$26120.77,17,51,3/8/2021,4/8/2022
490,961,$186875.90,$3599.67,53,61,5/4/2021,5/12/2022
491,880,$354090.72,$20457.89,31,56,4/7/2021,6/21/2022
492,667,$88612.42,$36140.42,60,10,5/18/2021,1/10/2022
493,304,$61743.32,$5180.39,55,39,5/5/2021,9/23/2021
494,301,$142191.91,$27634.95,98,7,1/7/2021,3/28/2022
495,587,$424192.78,$37355.72,88,16,4/13/2021,1/21/2022
496,18,$246650.27,$1674.09,64,24,2/15/2021,1/4/2022
497,597,$342866.79,$35934.65,6,47,2/27/2021,5/12/2022
498,413,$60452.81,$17986.35,86,61,4/1/2021,12/15/2021
499,359,$185255.24,$29795.38,58,47,6/5/2021,6/4/2022
500,882,$142132.37,$21017.56,87,6,7/28/2021,5/28/2022
501,189,$428263.28,$5422.06,16,53,3/19/2021,6/2/2022
502,398,$326970.39,$23478.47,65,7,7/28/2021,12/18/2021
503,558,$166249.78,$14679.45,42,13,6/27/2021,8/25/2021
504,736,$198296.54,$35515.64,95,24,2/14/2021,5/29/2022
505,276,$427612.50,$16344.57,52,24,1/11/2021,6/30/2022
506,223,$461071.53,$42692.52,26,33,6/18/2021,12/16/2021
507,546,$123032.05,$47794.71,100,50,4/2/2021,10/5/2021
508,900,$140027.21,$39090.75,33,24,8/4/2021,9/30/2021
509,564,$258898.55,$28487.66,43,35,5/18/2021,1/9/2022
510,344,$122644.19,$27349.69,15,21,1/16/2021,5/24/2022
511,618,$88884.67,$38991.38,66,53,6/17/2021,4/18/2022
512,241,$382377.88,$3570.30,42,55,4/23/2021,7/29/2022
513,738,$343872.79,$27680.39,17,10,7/2/2021,5/2/2022
514,829,$287624.13,$17493.67,67,49,4/20/2021,11/10/2021
515,453,$293475.84,$10734.73,90,44,1/20/2021,7/22/2022
516,679,$428314.20,$48417.95,59,43,6/10/2021,12/6/2021
517,651,$125904.54,$36954.74,31,60,4/29/2021,9/30/2021
518,332,$53481.58,$36628.84,62,39,7/5/2021,7/15/2022
519,133,$277810.73,$9582.73,31,16,3/31/2021,12/8/2021
520,673,$53913.06,$2204.80,93,24,4/2/2021,8/18/2021
521,169,$188201.73,$13046.89,25,51,4/23/2021,10/16/2021
522,230,$189782.05,$9255.37,65,51,1/22/2021,4/23/2022
523,381,$395354.80,$21431.04,63,56,3/4/2021,5/22/2022
524,43,$327970.20,$10353.34,81,59,1/4/2021,4/18/2022
525,469,$200857.64,$33015.19,24,45,3/8/2021,1/22/2022
526,64,$474459.18,$35842.13,19,21,6/15/2021,3/12/2022
527,720,$220202.80,$23815.16,70,42,4/3/2021,5/25/2022
528,979,$144576.00,$13084.95,29,24,7/15/2021,7/6/2022
529,850,$271564.01,$32339.18,28,13,6/17/2021,4/20/2022
530,715,$459190.85,$49177.98,60,20,1/24/2021,4/2/2022
531,840,$73987.35,$20124.56,54,44,6/3/2021,7/25/2022
532,821,$376762.61,$18267.96,54,6,4/19/2021,4/5/2022
533,261,$165802.88,$23168.30,39,18,5/4/2021,1/6/2022
534,755,$368907.71,$30597.11,75,42,2/12/2021,8/15/2021
535,917,$440156.51,$1740.20,93,8,4/26/2021,11/5/2021
536,357,$71216.53,$24932.48,18,58,7/28/2021,4/11/2022
537,420,$84085.81,$47469.84,26,16,3/29/2021,9/14/2021
538,594,$374885.55,$46727.32,99,45,5/9/2021,8/17/2021
539,2,$274323.33,$23951.00,81,19,5/19/2021,3/15/2022
540,289,$57674.92,$20654.64,67,44,5/24/2021,8/19/2021
541,598,$202317.98,$3494.03,80,55,4/24/2021,1/23/2022
542,912,$495391.23,$2949.37,89,6,1/4/2021,12/19/2021
543,27,$497355.84,$27648.38,0,30,7/17/2021,9/21/2021
544,136,$151833.88,$23675.97,33,47,4/26/2021,10/17/2021
545,547,$230696.16,$40852.88,33,52,6/8/2021,4/19/2022
546,656,$307041.49,$48139.72,46,56,2/17/2021,6/8/2022
547,576,$292790.60,$15808.34,93,44,4/29/2021,4/12/2022
548,587,$158708.80,$21701.60,54,14,6/28/2021,11/14/2021
549,931,$90776.47,$31490.24,66,16,1/16/2021,9/8/2021
550,171,$188028.26,$29807.03,46,49,2/15/2021,6/8/2022
551,800,$276932.60,$13036.80,14,49,5/1/2021,11/28/2021
552,467,$347719.87,$13074.01,97,31,5/25/2021,2/3/2022
553,838,$412539.03,$39544.93,8,43,6/14/2021,2/7/2022
554,767,$470249.90,$4342.29,28,30,4/11/2021,5/7/2022
555,625,$189182.69,$30208.52,5,8,4/21/2021,3/2/2022
556,809,$278798.58,$41927.05,8,52,4/19/2021,4/25/2022
557,323,$80261.21,$608.40,95,42,5/25/2021,3/11/2022
558,904,$215764.55,$41787.39,51,24,1/30/2021,1/4/2022
559,582,$320143.60,$39735.77,37,54,3/18/2021,6/18/2022
560,474,$53911.02,$40463.61,22,9,4/4/2021,7/14/2022
561,979,$146318.15,$2664.05,79,61,5/20/2021,5/6/2022
562,162,$127394.36,$38502.94,51,35,4/20/2021,1/6/2022
563,615,$312613.92,$41493.65,23,62,1/12/2021,10/25/2021
564,882,$86427.62,$1088.47,12,22,4/11/2021,2/5/2022
565,612,$337010.36,$7181.96,3,28,6/12/2021,11/11/2021
566,128,$260218.86,$38310.50,25,27,6/16/2021,1/9/2022
567,479,$124418.15,$16233.10,7,33,1/2/2021,8/22/2021
568,158,$236199.54,$24796.68,46,48,3/14/2021,4/27/2022
569,799,$447322.59,$5481.72,47,38,3/30/2021,7/13/2022
570,824,$428403.57,$40493.74,11,10,3/12/2021,6/5/2022
571,942,$304918.22,$37500.23,77,17,2/28/2021,3/7/2022
572,289,$410083.48,$2796.59,5,7,4/22/2021,4/1/2022
573,195,$392701.93,$7602.34,86,14,7/25/2021,11/26/2021
574,258,$222649.49,$14423.10,12,31,8/4/2021,5/23/2022
575,928,$245798.21,$15537.25,33,32,5/18/2021,10/15/2021
576,738,$252209.25,$8505.81,32,59,7/13/2021,11/29/2021
577,211,$196024.11,$32502.71,60,61,6/7/2021,11/8/2021
578,996,$286987.20,$38427.79,70,54,7/7/2021,1/30/2022
579,522,$89722.36,$39119.19,16,23,1/15/2021,1/11/2022
580,342,$221554.52,$6069.92,76,54,7/20/2021,3/3/2022
581,61,$452170.06,$29197.90,85,38,4/29/2021,4/4/2022
582,199,$322567.24,$23743.90,97,16,6/11/2021,2/19/2022
583,574,$439371.90,$21867.34,12,24,2/28/2021,4/27/2022
584,646,$64390.11,$38395.93,15,29,2/3/2021,4/25/2022
585,555,$374397.62,$10148.51,100,53,6/24/2021,8/22/2021
586,725,$223333.67,$36445.65,10,31,5/21/2021,10/25/2021
587,957,$345767.42,$16125.76,71,30,2/15/2021,8/11/2021
588,169,$228052.74,$38992.11,3,55,4/8/2021,12/25/2021
589,401,$355271.68,$28956.02,39,22,2/11/2021,12/20/2021
590,90,$124458.56,$41522.70,71,22,3/26/2021,5/5/2022
591,980,$155260.85,$46242.70,12,47,5/22/2021,11/16/2021
592,830,$388427.49,$45791.71,92,40,3/9/2021,6/22/2022
593,306,$162640.90,$49578.68,36,51,7/16/2021,10/9/2021
594,696,$425824.33,$43369.68,86,25,7/14/2021,11/26/2021
595,433,$165191.58,$20433.36,78,61,6/25/2021,4/23/2022
596,724,$236990.45,$46400.02,58,16,6/25/2021,3/4/2022
597,210,$343561.19,$26415.69,35,12,5/17/2021,12/5/2021
598,176,$172601.21,$37358.21,2,61,2/22/2021,3/3/2022
599,619,$310985.51,$31397.91,37,46,2/11/2021,4/22/2022
600,147,$346038.72,$7615.86,18,47,7/3/2021,9/14/2021
601,449,$99675.98,$23559.51,85,62,1/24/2021,9/24/2021
602,909,$167601.22,$48246.25,53,36,2/11/2021,7/15/2022
603,474,$140288.55,$48365.27,63,40,7/6/2021,6/6/2022
604,830,$216574.21,$27008.65,89,33,2/28/2021,11/7/2021
605,938,$341038.21,$1079.83,21,18,7/14/2021,8/25/2021
606,650,$392795.51,$18288.56,9,53,2/4/2021,7/5/2022
607,351,$331107.02,$5617.20,65,56,7/13/2021,7/22/2022
608,290,$128998.26,$43737.43,20,46,1/13/2021,12/16/2021
609,380,$114270.39,$15860.20,20,20,1/28/2021,2/23/2022
610,604,$308117.92,$14973.33,8,11,2/6/2021,2/7/2022
611,165,$410090.24,$45830.39,10,36,3/12/2021,5/9/2022
612,711,$497686.54,$19246.64,73,39,6/9/2021,5/30/2022
613,820,$162920.98,$18636.55,55,33,4/1/2021,8/20/2021
614,301,$368338.25,$33711.52,14,29,6/26/2021,2/8/2022
615,957,$484953.49,$10763.24,25,57,1/21/2021,6/26/2022
616,233,$373512.12,$42037.96,6,15,1/3/2021,10/27/2021
617,203,$254918.77,$18176.72,47,24,6/12/2021,6/8/2022
618,927,$203351.26,$22792.71,43,57,1/30/2021,12/26/2021
619,679,$264397.09,$43804.87,67,27,5/1/2021,6/11/2022
620,564,$371306.37,$39409.63,49,61,7/14/2021,3/22/2022
621,183,$353117.62,$9729.67,9,6,6/10/2021,4/16/2022
622,494,$68540.94,$12903.22,80,16,1/12/2021,1/19/2022
623,73,$179842.64,$40198.76,50,56,1/21/2021,11/10/2021
624,536,$348335.84,$37438.81,78,57,3/28/2021,11/24/2021
625,974,$276957.75,$9283.18,78,51,5/7/2021,1/26/2022
626,424,$263649.18,$8130.29,30,24,5/3/2021,3/3/2022
627,705,$195119.56,$42077.99,5,60,3/6/2021,6/15/2022
628,68,$471865.56,$2212.18,69,54,6/2/2021,11/24/2021
629,487,$421420.85,$33168.95,24,50,2/16/2021,4/19/2022
630,847,$382016.04,$22305.74,25,18,1/30/2021,2/24/2022
631,471,$201347.19,$37104.93,44,41,4/6/2021,11/10/2021
632,306,$229012.97,$41255.52,71,56,3/17/2021,5/12/2022
633,155,$220935.22,$26370.79,61,59,3/16/2021,7/23/2022
634,487,$198274.15,$32420.97,28,32,6/2/2021,10/3/2021
635,430,$470243.35,$8334.22,79,30,1/2/2021,11/27/2021
636,903,$405139.16,$194.74,60,46,5/28/2021,9/25/2021
637,466,$191466.65,$38051.57,11,41,7/21/2021,3/16/2022
638,350,$345020.19,$32147.67,82,33,1/18/2021,10/12/2021
639,562,$321291.26,$4911.79,42,48,7/28/2021,4/3/2022
640,903,$293305.68,$12441.75,88,31,2/12/2021,6/6/2022
641,315,$306383.09,$44607.05,72,14,6/18/2021,4/30/2022
642,204,$150647.88,$31828.99,76,21,6/7/2021,3/15/2022
643,82,$164762.79,$42668.68,12,24,5/25/2021,3/21/2022
644,424,$396628.53,$34841.93,44,30,1/23/2021,3/8/2022
645,838,$318854.95,$35332.22,64,19,1/25/2021,3/18/2022
646,484,$346117.05,$3516.71,16,59,3/14/2021,4/26/2022
647,906,$254936.51,$27354.40,93,10,7/4/2021,5/23/2022
648,508,$375423.16,$26697.96,74,37,3/17/2021,11/7/2021
649,675,$75176.25,$11865.47,33,24,5/17/2021,5/8/2022
650,962,$256508.84,$19013.42,64,60,4/17/2021,1/29/2022
651,959,$359178.49,$20194.93,45,39,7/1/2021,10/31/2021
652,181,$252276.79,$44125.70,52,61,7/17/2021,2/22/2022
653,362,$206859.71,$22148.87,79,20,6/3/2021,8/10/2021
654,462,$208330.06,$26774.13,47,32,5/10/2021,7/3/2022
655,479,$225312.96,$32690.25,13,49,1/23/2021,11/27/2021
656,46,$100247.58,$17833.70,48,57,8/1/2021,5/4/2022
657,957,$282265.23,$12718.00,1,22,7/18/2021,2/7/2022
658,584,$243566.77,$224.97,82,39,3/3/2021,11/28/2021
659,331,$311652.16,$31251.70,18,25,4/17/2021,5/23/2022
660,27,$211691.94,$30949.93,20,16,4/26/2021,1/24/2022
661,269,$459967.45,$40499.49,65,30,8/1/2021,3/11/2022
662,144,$82548.83,$35655.43,82,25,7/9/2021,7/3/2022
663,611,$173342.41,$47492.69,65,47,6/1/2021,10/31/2021
664,56,$96676.56,$1967.44,49,55,3/3/2021,4/2/2022
665,321,$121013.96,$9327.64,71,19,4/19/2021,7/29/2022
666,983,$423072.03,$31969.84,15,12,2/7/2021,2/1/2022
667,187,$473556.97,$49790.51,49,40,3/4/2021,4/1/2022
668,386,$369991.90,$11523.08,53,21,6/27/2021,7/1/2022
669,946,$176385.57,$15197.10,90,27,3/25/2021,1/9/2022
670,271,$271963.59,$45464.31,72,33,2/9/2021,10/17/2021
671,751,$364038.74,$44810.50,65,50,3/9/2021,4/19/2022
672,530,$401429.74,$38330.96,1,46,4/19/2021,3/15/2022
673,534,$190920.22,$14442.96,74,45,6/6/2021,8/16/2021
674,675,$340934.47,$38793.20,58,20,4/22/2021,10/20/2021
675,721,$91075.25,$30263.74,48,50,1/30/2021,1/20/2022
676,272,$126193.77,$31750.83,58,62,5/24/2021,5/6/2022
677,365,$267210.40,$29838.92,63,21,6/20/2021,12/22/2021
678,972,$385252.53,$8154.72,35,14,3/24/2021,11/7/2021
679,765,$328576.02,$41909.60,46,15,2/8/2021,12/26/2021
680,417,$403027.02,$10992.17,42,17,5/31/2021,10/26/2021
681,985,$142828.65,$17565.47,0,54,1/7/2021,8/14/2021
682,819,$245767.17,$24781.83,47,50,2/12/2021,5/14/2022
683,920,$444511.25,$42811.32,69,55,3/29/2021,4/2/2022
684,449,$99691.79,$30549.98,8,61,1/9/2021,1/24/2022
685,769,$161144.96,$2077.48,21,24,6/13/2021,3/23/2022
686,215,$59682.05,$2452.53,76,36,6/6/2021,4/10/2022
687,134,$405864.41,$41778.21,64,15,4/18/2021,6/3/2022
688,622,$107835.50,$38993.05,71,9,1/7/2021,1/28/2022
689,57,$413823.40,$6151.64,38,41,5/17/2021,8/11/2021
690,511,$152894.92,$27214.54,32,60,7/12/2021,7/31/2022
691,70,$70612.86,$49695.13,64,18,7/31/2021,7/12/2022
692,309,$302029.59,$47546.33,79,52,1/5/2021,10/29/2021
693,651,$419712.40,$35698.25,71,48,3/9/2021,8/23/2021
694,496,$207885.77,$47216.60,95,24,4/9/2021,4/11/2022
695,722,$230741.50,$2208.60,42,48,7/26/2021,6/25/2022
696,285,$256930.08,$33473.54,32,54,4/20/2021,9/17/2021
697,852,$144990.52,$32244.39,11,6,2/2/2021,7/7/2022
698,277,$201251.56,$2994.68,84,35,3/25/2021,12/28/2021
699,707,$389077.93,$42268.09,44,33,7/14/2021,4/14/2022
700,113,$393603.82,$45393.13,33,12,4/11/2021,12/24/2021
701,320,$134183.27,$37345.58,90,23,7/19/2021,11/29/2021
702,712,$142884.55,$27296.31,48,32,7/3/2021,11/26/2021
703,22,$155281.76,$34284.56,35,25,1/28/2021,10/19/2021
704,74,$166747.46,$28503.38,40,5,2/27/2021,7/17/2022
705,61,$198276.22,$3962.32,26,50,5/4/2021,3/21/2022
706,835,$171403.59,$920.84,78,53,3/6/2021,7/23/2022
707,666,$174202.65,$6318.40,41,36,4/17/2021,2/10/2022
708,987,$380230.58,$20022.08,36,5,3/6/2021,12/26/2021
709,807,$242571.52,$36927.27,66,37,1/7/2021,2/5/2022
710,882,$220951.03,$26335.82,61,6,1/17/2021,11/22/2021
711,203,$337555.53,$31532.41,21,14,3/6/2021,12/9/2021
712,578,$183605.46,$21615.73,46,10,2/9/2021,9/12/2021
713,750,$159580.63,$22118.94,62,55,5/25/2021,7/4/2022
714,905,$361737.01,$33393.66,8,10,6/1/2021,1/25/2022
715,296,$370610.57,$19934.64,52,60,5/28/2021,12/4/2021
716,973,$114829.66,$40447.79,38,33,6/15/2021,10/13/2021
717,213,$443995.00,$25054.21,21,60,1/15/2021,10/19/2021
718,258,$325879.90,$2654.35,65,46,6/18/2021,3/19/2022
719,483,$243410.18,$9899.04,86,39,7/6/2021,10/20/2021
720,299,$456844.69,$23557.02,65,48,7/15/2021,3/19/2022
721,449,$337840.49,$24825.26,34,24,3/3/2021,7/23/2022
722,240,$396436.49,$17491.82,45,17,4/21/2021,12/12/2021
723,909,$335600.16,$45659.75,84,23,3/27/2021,4/21/2022
724,4,$268835.11,$19026.70,55,41,7/21/2021,8/14/2021
725,24,$202598.37,$31799.56,27,10,3/22/2021,12/12/2021
726,549,$359138.51,$30638.81,91,13,5/11/2021,3/12/2022
727,717,$284469.74,$42490.46,57,28,4/12/2021,9/9/2021
728,48,$380800.29,$49942.71,67,25,4/15/2021,7/20/2022
729,97,$410716.59,$11095.41,18,9,8/3/2021,1/21/2022
730,137,$156733.90,$5334.78,16,51,5/16/2021,10/13/2021
731,122,$384690.02,$32771.68,79,15,6/29/2021,2/8/2022
732,38,$433992.94,$49733.21,85,20,6/25/2021,9/28/2021
733,674,$198864.21,$20395.43,26,50,3/16/2021,10/24/2021
734,627,$174654.08,$3521.23,43,56,7/6/2021,7/19/2022
735,314,$479829.18,$28232.17,9,62,1/27/2021,5/15/2022
736,529,$105964.94,$8050.69,78,54,3/10/2021,4/4/2022
737,499,$479776.64,$20632.58,21,50,1/8/2021,12/6/2021
738,980,$383875.99,$48660.88,17,43,2/27/2021,4/11/2022
739,778,$84304.27,$4055.86,21,40,6/14/2021,8/1/2022
740,407,$373997.56,$30051.59,1,57,3/5/2021,2/7/2022
741,398,$366674.55,$47962.67,5,50,7/19/2021,2/17/2022
742,975,$142717.82,$7164.90,90,22,4/2/2021,6/30/2022
743,332,$109978.31,$4722.29,98,15,3/21/2021,2/25/2022
744,621,$493033.88,$9764.24,58,11,1/24/2021,5/23/2022
745,631,$203972.76,$37367.83,77,19,6/2/2021,7/19/2022
746,586,$230768.20,$2173.53,66,55,2/20/2021,1/7/2022
747,208,$311330.85,$15325.39,14,14,5/1/2021,2/25/2022
748,135,$449888.90,$23290.62,93,54,5/1/2021,5/22/2022
749,139,$402006.73,$42255.80,40,27,3/19/2021,12/25/2021
750,198,$286045.03,$28136.30,21,62,1/4/2021,11/18/2021
751,550,$255287.49,$12345.75,56,20,6/11/2021,10/1/2021
752,375,$58708.33,$6796.89,69,17,5/20/2021,5/8/2022
753,25,$480568.45,$27443.44,80,59,3/31/2021,7/28/2022
754,398,$231994.19,$36804.53,4,7,6/2/2021,12/10/2021
755,301,$390771.68,$12492.69,24,17,7/26/2021,2/27/2022
756,126,$287183.84,$44607.15,83,47,1/4/2021,4/22/2022
757,161,$453755.09,$30953.40,97,59,7/1/2021,12/10/2021
758,119,$138604.79,$48945.22,59,20,5/16/2021,3/18/2022
759,941,$414792.29,$42784.98,96,51,4/21/2021,2/5/2022
760,318,$496649.34,$36578.75,21,32,4/1/2021,3/13/2022
761,470,$67749.40,$11248.74,6,60,3/31/2021,3/30/2022
762,680,$346071.69,$27091.02,99,24,3/8/2021,12/25/2021
763,204,$182968.09,$37875.01,47,20,4/9/2021,8/17/2021
764,128,$384790.52,$1485.11,33,36,6/19/2021,6/20/2022
765,999,$226447.76,$25356.92,46,44,3/7/2021,7/26/2022
766,960,$456700.50,$49515.61,3,28,4/26/2021,11/27/2021
767,806,$207799.07,$14560.95,18,42,7/3/2021,11/22/2021
768,519,$139160.57,$29654.93,87,62,5/16/2021,1/14/2022
769,8,$70813.54,$29434.37,87,28,3/23/2021,4/19/2022
770,194,$329953.63,$9271.12,18,6,4/18/2021,2/11/2022
771,269,$393126.26,$40161.18,35,51,5/23/2021,6/22/2022
772,970,$315847.38,$19685.17,95,34,5/30/2021,10/2/2021
773,907,$278575.25,$47530.06,56,9,3/27/2021,6/1/2022
774,570,$363272.73,$27913.36,36,54,2/18/2021,8/28/2021
775,716,$83876.49,$23503.22,92,24,5/25/2021,7/1/2022
776,234,$497358.05,$5146.24,32,31,7/13/2021,4/3/2022
777,320,$258242.57,$428.66,55,26,1/19/2021,3/1/2022
778,166,$407808.52,$38950.45,76,6,7/18/2021,10/29/2021
779,196,$454340.92,$39903.79,82,19,6/29/2021,9/8/2021
780,822,$197616.12,$32213.50,44,26,2/5/2021,5/21/2022
781,69,$275793.62,$26812.50,15,59,4/13/2021,12/4/2021
782,780,$450240.46,$18442.63,39,13,7/12/2021,5/28/2022
783,653,$497095.39,$35582.51,64,21,5/5/2021,5/14/2022
784,957,$344678.71,$45286.98,46,34,4/5/2021,6/17/2022
785,422,$368317.95,$37722.49,86,16,7/22/2021,4/29/2022
786,238,$410877.93,$22201.85,80,27,2/19/2021,11/27/2021
787,417,$368182.67,$31719.43,78,33,2/21/2021,4/8/2022
788,660,$391614.91,$1455.48,27,41,7/31/2021,10/27/2021
789,202,$496213.06,$5822.29,35,33,4/17/2021,1/25/2022
790,233,$397469.79,$35023.43,37,16,4/19/2021,5/26/2022
791,208,$255702.90,$39915.88,69,7,7/3/2021,8/30/2021
792,780,$439557.00,$29454.73,87,36,8/4/2021,2/25/2022
793,378,$335542.76,$27749.92,21,7,6/10/2021,10/14/2021
794,977,$305566.75,$8075.93,84,58,4/15/2021,4/21/2022
795,747,$190339.33,$4348.94,67,23,5/19/2021,4/11/2022
796,639,$203604.36,$44333.38,86,44,3/23/2021,8/17/2021
797,353,$163251.05,$23080.98,59,19,1/19/2021,4/13/2022
798,552,$387791.91,$25222.98,29,58,5/6/2021,12/10/2021
799,50,$259376.92,$2988.29,54,53,1/11/2021,6/12/2022
800,206,$174218.57,$19981.83,10,20,2/26/2021,2/26/2022
801,624,$99077.35,$32031.67,96,45,5/11/2021,5/11/2022
802,441,$398244.15,$9030.65,95,25,4/20/2021,12/24/2021
803,98,$67707.63,$5961.22,49,55,7/18/2021,5/22/2022
804,912,$478697.69,$49755.79,89,36,5/28/2021,8/16/2021
805,379,$290436.88,$12544.23,8,40,2/3/2021,10/13/2021
806,41,$62334.82,$36074.85,27,15,2/2/2021,1/18/2022
807,800,$371013.30,$37868.81,74,35,7/22/2021,6/13/2022
808,889,$160163.99,$39436.99,66,46,4/9/2021,11/24/2021
809,270,$241669.22,$31107.90,62,12,5/1/2021,5/1/2022
810,489,$255728.03,$36826.05,73,50,7/5/2021,2/25/2022
811,277,$342246.33,$8503.73,23,51,3/10/2021,2/3/2022
812,366,$163225.37,$12671.56,69,7,4/19/2021,6/28/2022
813,892,$232178.48,$9444.06,96,51,3/16/2021,11/4/2021
814,884,$409800.81,$6883.78,71,20,7/7/2021,11/25/2021
815,238,$481252.31,$21431.58,27,40,3/11/2021,2/14/2022
816,840,$373879.88,$11174.81,5,9,5/10/2021,3/13/2022
817,954,$331403.40,$37256.71,72,35,1/25/2021,12/15/2021
818,930,$118914.50,$8927.82,93,16,7/10/2021,4/21/2022
819,863,$444899.66,$13213.40,4,58,4/24/2021,3/5/2022
