id,found_id,description,required_sum,current_sum,philantrops_amount,creation_date,closing_date
780,822,"","$32,213.50","$4,845.54",26,2021-02-05,
750,198,"","$28,136.30","$2,804.49",62,2021-01-04,
727,717,"","$42,490.46","$1,596.60",28,2021-04-12,
773,907,"","$47,530.06","$3,822.57",9,2021-03-27,
787,417,"","$31,719.43","$3,369.18",33,2021-02-21,
735,314,"","$28,232.17","$1,681.77",62,2021-01-27,
723,909,"","$45,659.75","$3,098.62",23,2021-03-27,
768,519,"","$29,654.93","$5,956.21",62,2021-05-16,
823,910,"","$46,988.45",$312.00,31,2021-03-18,
749,139,"","$42,255.80","$9,847.65",27,2021-03-19,
797,353,"","$23,080.98","$8,630.76",19,2021-01-19,
806,41,"","$36,074.85","$7,311.33",15,2021-02-02,
772,970,"","$19,685.17","$1,661.55",34,2021-05-30,
765,999,"","$25,356.92","$5,148.90",44,2021-03-07,
731,122,"","$32,771.68","$5,763.42",15,2021-06-29,
737,499,"","$20,632.58","$8,532.73",50,2021-01-08,
771,269,"","$40,161.18","$3,685.19",51,2021-05-23,
741,398,"","$47,962.67","$1,411.27",50,2021-07-19,
712,578,"","$21,615.73","$3,469.04",10,2021-02-09,
738,980,"","$48,660.88","$3,895.02",43,2021-02-27,
704,74,"","$28,503.38","$3,605.12",5,2021-02-27,
763,204,"","$37,875.01","$7,032.60",20,2021-04-09,
733,674,"","$20,395.43","$9,822.68",50,2021-03-16,
766,960,"","$49,515.61","$7,832.75",28,2021-04-26,
745,631,"","$37,367.83","$5,957.46",19,2021-06-02,
783,653,"","$35,582.51","$5,435.26",21,2021-05-05,
748,135,"","$23,290.62","$1,859.06",54,2021-05-01,
716,973,"","$40,447.79","$4,237.98",33,2021-06-15,
817,954,"","$37,256.71","$3,768.55",35,2021-01-25,
800,206,"","$19,981.83","$4,697.00",20,2021-02-26,
815,238,"","$21,431.58","$4,460.52",40,2021-03-11,
790,233,"","$35,023.43","$3,047.26",16,2021-04-19,
713,750,"","$22,118.94","$4,558.30",55,2021-05-25,
711,203,"","$31,532.41","$1,924.63",14,2021-03-06,
759,941,"","$42,784.98","$8,304.91",51,2021-04-21,
720,299,"","$23,557.02","$7,072.54",48,2021-07-15,
801,624,"","$32,031.67","$4,779.85",45,2021-05-11,
710,882,"","$26,335.82","$6,895.21",6,2021-01-17,
724,4,"","$19,026.70","$4,062.95",41,2021-07-21,
809,270,"","$31,107.90","$8,454.30",12,2021-05-01,
810,489,"","$36,826.05","$5,153.83",50,2021-07-05,
774,570,"","$27,913.36","$4,362.37",54,2021-02-18,
740,407,"","$30,051.59","$1,083.14",57,2021-03-05,
792,780,"","$29,454.73","$3,995.19",36,2021-08-04,
784,957,"","$45,286.98","$8,691.78",34,2021-04-05,
781,69,"","$26,812.50","$4,841.21",59,2021-04-13,
796,639,"","$44,333.38","$4,304.26",44,2021-03-23,
732,38,"","$49,733.21","$1,847.01",20,2021-06-25,
717,213,"","$25,054.21",$25.09,60,2021-01-15,
785,422,"","$37,722.49","$2,375.25",16,2021-07-22,
721,449,"","$24,825.26","$8,903.10",24,2021-03-03,
754,398,"","$36,804.53","$7,061.02",7,2021-06-02,
782,780,"","$18,442.63","$5,317.62",13,2021-07-12,
715,296,"","$19,934.64","$8,791.42",60,2021-05-28,
804,912,"","$49,755.79","$9,984.06",36,2021-05-28,
726,549,"","$30,638.81","$7,581.01",13,2021-05-11,
757,161,"","$30,953.40","$1,580.32",59,2021-07-01,
728,48,"","$49,942.71","$1,126.75",25,2021-04-15,
791,208,"","$39,915.88","$6,814.86",7,2021-07-03,
882,96,"","$31,784.44",$836.73,33,2021-04-28,
873,699,"","$16,301.11","$3,031.61",30,2021-04-30,
941,666,"","$19,637.18","$6,051.67",57,2021-07-08,
824,243,"","$45,924.41","$9,797.39",53,2021-07-03,
886,979,"","$29,265.84","$5,093.05",12,2021-01-14,
858,238,"","$30,075.43","$2,339.05",35,2021-03-06,
857,26,"","$40,732.72","$5,838.63",7,2021-07-02,
893,794,"","$23,963.81","$5,333.94",57,2021-01-31,
885,29,"","$47,554.46","$7,317.42",49,2021-07-23,
901,782,"","$47,024.85","$1,599.95",8,2021-02-18,
872,448,"","$25,097.12",$545.21,32,2021-04-28,
894,159,"","$18,363.79","$4,857.36",17,2021-05-14,
943,992,"","$15,267.72","$9,944.06",33,2021-03-28,
841,794,"","$15,102.96","$3,967.02",13,2021-02-07,
918,818,"","$25,246.24","$5,750.42",32,2021-04-24,
890,857,"","$31,320.95","$3,522.16",31,2021-07-18,
937,679,"","$26,444.19","$3,733.95",22,2021-02-09,
866,17,"","$49,112.16","$3,225.33",50,2021-02-12,
860,884,"","$26,746.03","$1,187.31",8,2021-04-30,
839,372,"","$36,747.65","$4,428.78",56,2021-03-12,
917,496,"","$31,838.37","$6,577.08",13,2021-06-07,
927,583,"","$23,521.66","$6,905.61",9,2021-01-29,
827,686,"","$37,639.42","$9,971.15",29,2021-08-05,
907,671,"","$41,390.40",$75.57,42,2021-05-09,
830,63,"","$25,913.37","$4,645.61",15,2021-03-17,
931,772,"","$28,624.02","$9,243.82",53,2021-05-07,
840,301,"","$16,096.20","$1,629.19",53,2021-06-05,
867,799,"","$36,318.04","$9,932.44",18,2021-08-03,
855,626,"","$15,195.77","$7,329.10",35,2021-03-08,
911,450,"","$25,862.02","$8,553.04",46,2021-01-21,
902,101,"","$24,104.31","$9,780.70",50,2021-01-23,
847,79,"","$42,676.29","$7,958.91",23,2021-07-14,
905,286,"","$47,826.23",$688.63,26,2021-06-21,
854,925,"","$35,393.92","$2,292.55",43,2021-01-17,
888,723,"","$49,470.65","$2,985.75",42,2021-02-02,
896,959,"","$28,402.15","$8,493.29",5,2021-05-18,
874,150,"","$20,535.49",$629.08,21,2021-05-27,
826,269,"","$33,807.38","$4,838.82",25,2021-05-27,
889,652,"","$17,426.99","$5,172.44",17,2021-04-01,
900,353,"","$47,727.21","$1,276.38",56,2021-06-03,
848,310,"","$42,639.29","$8,972.40",31,2021-03-15,
849,735,"","$30,684.42","$6,299.68",59,2021-04-22,
877,226,"","$31,570.65","$2,493.15",31,2021-03-24,
850,432,"","$37,777.95","$3,128.46",5,2021-06-10,
853,369,"","$41,761.23","$8,348.88",44,2021-02-27,
838,812,"","$44,178.21","$1,660.26",29,2021-07-10,
895,350,"","$42,577.67","$5,805.86",56,2021-03-25,
929,300,"","$43,404.92","$1,548.42",25,2021-06-06,
935,712,"","$36,048.21",$669.80,9,2021-07-13,
926,290,"","$46,231.05","$5,085.57",28,2021-07-07,
903,758,"","$39,757.38","$8,394.39",58,2021-01-30,
856,418,"","$26,268.42","$3,412.63",23,2021-07-16,
924,932,"","$30,214.96","$6,084.08",5,2021-07-10,
898,869,"","$28,244.47",$69.41,51,2021-02-08,
833,637,"","$24,494.13","$7,088.59",8,2021-02-19,
920,53,"","$48,040.85","$6,860.58",45,2021-04-29,
884,179,"","$39,791.32","$3,051.71",32,2021-02-24,
904,85,"","$41,524.54","$2,653.60",58,2021-07-08,
887,842,"","$29,796.55","$1,545.97",58,2021-03-01,
899,26,"","$43,339.84","$2,653.55",25,2021-05-21,
942,61,"","$33,394.11","$5,641.63",58,2021-05-01,
916,713,"","$43,301.57","$4,870.51",13,2021-01-07,
879,967,"","$27,853.40","$2,159.62",14,2021-04-26,
825,599,"","$47,463.46","$4,436.96",17,2021-06-01,
910,550,"","$21,420.78","$9,537.17",39,2021-04-01,
835,269,"","$32,716.15",$690.54,37,2021-07-18,
862,804,"","$37,737.16","$4,743.05",34,2021-02-03,
842,215,"","$23,036.85","$3,847.59",13,2021-01-09,
919,962,"","$23,785.58","$7,876.88",47,2021-04-26,
852,126,"","$22,155.14","$4,047.09",24,2021-03-31,
864,543,"","$47,240.67","$7,848.95",20,2021-07-04,
881,429,"","$29,244.40","$5,926.77",7,2021-01-27,
133,880,"","$15,000.00",$547.73,35,2021-04-18,
460,84,"","$15,000.00","$8,508.76",22,2021-01-30,
433,622,"","$15,000.00","$5,928.25",38,2021-05-11,
503,558,"","$15,000.00","$8,517.18",13,2021-06-27,
144,671,"","$15,000.00","$4,498.03",12,2021-07-24,
125,107,"","$15,000.00","$2,564.68",32,2021-06-10,
426,254,"","$15,000.00","$4,037.68",6,2021-04-11,
398,735,"","$15,000.00",$462.19,58,2021-02-17,
319,458,"","$15,000.00",$361.88,15,2021-06-10,
422,675,"","$15,000.00","$5,087.47",40,2021-03-05,
215,691,"","$15,000.00","$3,612.65",49,2021-07-20,
372,317,"","$15,000.00","$3,961.11",32,2021-03-07,
413,128,"","$15,000.00",$736.99,56,2021-07-29,
110,965,"","$15,000.00","$9,961.81",61,2021-03-19,
385,757,"","$15,000.00","$4,279.10",52,2021-03-06,
330,292,"","$15,000.00","$1,722.60",26,2021-05-29,
448,196,"","$15,000.00","$5,811.07",18,2021-07-19,
242,19,"","$15,000.00","$3,578.74",8,2021-02-24,
294,79,"","$15,000.00","$7,844.54",60,2021-06-25,
469,124,"","$15,000.00",$477.00,59,2021-01-04,
295,569,"","$15,000.00","$4,733.36",32,2021-05-21,
485,146,"","$15,000.00","$8,632.75",41,2021-07-24,
403,646,"","$15,000.00","$1,779.96",25,2021-04-14,
339,868,"","$15,000.00","$2,024.81",43,2021-06-16,
196,373,"","$15,000.00",$331.03,31,2021-06-27,
336,233,"","$15,000.00","$1,267.71",47,2021-06-11,
394,720,"","$15,000.00","$7,178.48",43,2021-07-25,
260,247,"","$15,000.00","$7,277.27",57,2021-04-11,
366,159,"","$15,000.00","$7,145.98",25,2021-02-20,
334,807,"","$15,000.00","$5,012.94",19,2021-04-08,
368,227,"","$15,000.00","$8,950.66",48,2021-01-20,
342,841,"","$15,000.00","$4,955.64",57,2021-08-03,
519,133,"","$15,000.00","$4,697.06",16,2021-03-31,
487,914,"","$15,000.00","$3,641.27",42,2021-06-19,
480,173,"","$15,000.00","$3,643.32",39,2021-04-10,
157,312,"","$15,000.00","$1,500.88",59,2021-02-08,
138,98,"","$15,000.00","$8,404.68",42,2021-07-26,
296,628,"","$15,000.00","$5,751.94",33,2021-02-18,
490,961,"","$15,000.00","$1,646.03",61,2021-05-04,
141,682,"","$15,000.00",$872.21,37,2021-04-22,
202,64,"","$15,000.00","$5,130.47",46,2021-03-12,
273,424,"","$15,000.00","$5,486.14",19,2021-03-15,
274,149,"","$15,000.00","$3,680.92",58,2021-06-30,
198,929,"","$15,000.00","$8,090.17",13,2021-08-03,
455,427,"","$15,000.00","$4,775.60",18,2021-06-03,
117,632,"","$15,000.00","$6,797.44",7,2021-02-07,
400,837,"","$15,000.00","$7,867.81",40,2021-04-02,
343,908,"","$15,000.00",$643.12,56,2021-02-03,
216,998,"","$15,000.00",$691.41,52,2021-03-23,
331,879,"","$15,000.00",$969.98,21,2021-07-22,
248,376,"","$15,000.00","$9,590.30",30,2021-05-28,
324,985,"","$15,000.00","$1,840.97",22,2021-08-04,
155,857,"","$15,000.00","$3,903.49",21,2021-06-09,
439,693,"","$15,000.00","$8,290.89",12,2021-05-24,
501,189,"","$15,000.00","$6,741.11",53,2021-03-19,
425,680,"","$15,000.00","$2,096.49",41,2021-08-02,
200,580,"","$15,000.00","$3,694.98",51,2021-01-16,
416,195,"","$15,000.00","$1,719.56",13,2021-01-11,
479,378,"","$15,000.00","$6,853.47",8,2021-03-16,
515,453,"","$15,000.00","$5,106.84",44,2021-01-20,
182,858,"","$15,000.00","$9,063.68",44,2021-06-28,
290,423,"","$15,000.00","$2,880.58",41,2021-03-17,
477,480,"","$15,000.00","$4,816.73",44,2021-07-16,
180,469,"","$15,000.00","$4,280.74",51,2021-03-13,
449,880,"","$15,000.00",$17.34,60,2021-01-15,
266,332,"","$15,000.00","$8,107.16",36,2021-06-07,
350,601,"","$15,000.00",$411.66,18,2021-05-18,
311,332,"","$15,000.00","$2,474.70",54,2021-03-11,
233,345,"","$15,000.00","$3,048.23",30,2021-01-04,
401,823,"","$15,000.00",$329.37,28,2021-04-30,
241,237,"","$15,000.00",$926.43,7,2021-01-01,
170,604,"","$15,000.00","$3,368.48",10,2021-05-27,
450,470,"","$15,000.00","$6,612.34",20,2021-06-25,
493,304,"","$15,000.00",$850.01,39,2021-05-05,
213,939,"","$15,000.00",$192.91,7,2021-04-10,
221,177,"","$15,000.00","$9,601.92",17,2021-04-27,
432,404,"","$15,000.00","$1,817.56",16,2021-05-22,
389,374,"","$15,000.00","$8,897.24",7,2021-05-04,
230,293,"","$15,000.00","$2,182.90",45,2021-01-18,
107,381,"","$15,000.00","$5,226.54",52,2021-04-26,
168,259,"","$15,000.00","$1,492.64",57,2021-06-21,
199,417,"","$15,000.00","$5,373.63",37,2021-04-06,
108,282,"","$15,000.00","$1,418.07",58,2021-05-01,
430,646,"","$15,000.00","$1,566.53",20,2021-03-01,
129,143,"","$15,000.00","$9,276.77",51,2021-03-01,
395,141,"","$15,000.00","$3,067.30",6,2021-03-15,
474,753,"","$15,000.00","$2,782.78",36,2021-01-25,
240,990,"","$15,000.00","$4,648.02",14,2021-03-29,
137,630,"","$15,000.00","$8,530.08",56,2021-07-27,
408,261,"","$15,000.00","$5,900.57",53,2021-02-10,
297,788,"","$15,000.00","$8,236.98",31,2021-06-10,
325,819,"","$15,000.00","$9,909.95",40,2021-01-22,
194,132,"","$15,000.00",$219.80,56,2021-01-02,
121,83,"","$15,000.00","$4,949.21",45,2021-01-03,
481,970,"","$15,000.00","$1,150.86",60,2021-05-08,
228,726,"","$15,000.00","$1,956.02",11,2021-01-26,
470,812,"","$15,000.00","$2,813.16",44,2021-01-07,
142,43,"","$15,000.00","$5,198.89",22,2021-07-26,
451,655,"","$15,000.00","$2,341.41",49,2021-03-17,
186,573,"","$15,000.00",$563.33,56,2021-07-20,
205,966,"","$15,000.00","$6,014.23",35,2021-07-04,
190,346,"","$15,000.00","$5,045.96",24,2021-07-18,
282,272,"","$15,000.00","$4,439.19",59,2021-03-05,
169,912,"","$15,000.00",$120.33,26,2021-01-10,
414,374,"","$15,000.00",$933.36,27,2021-05-20,
175,16,"","$15,000.00",$870.52,39,2021-06-11,
112,203,"","$15,000.00","$4,419.65",62,2021-07-02,
475,272,"","$15,000.00","$2,651.29",59,2021-04-17,
466,222,"","$15,000.00","$3,225.77",35,2021-08-05,
251,698,"","$15,000.00","$9,150.78",31,2021-06-26,
520,673,"","$15,000.00",$950.02,24,2021-04-02,
496,18,"","$15,000.00","$6,725.26",24,2021-02-15,
795,747,"","$15,000.00","$9,433.51",23,2021-05-19,
861,378,"","$15,000.00","$3,799.68",12,2021-03-11,
572,289,"","$15,000.00","$5,491.82",7,2021-04-22,
770,194,"","$15,000.00","$1,101.43",6,2021-04-18,
799,50,"","$15,000.00","$4,592.00",53,2021-01-11,
729,97,"","$15,000.00",$758.62,9,2021-08-03,
542,912,"","$15,000.00","$1,415.20",6,2021-01-04,
706,835,"","$15,000.00",$962.64,53,2021-03-06,
646,484,"","$15,000.00","$2,206.71",59,2021-03-14,
746,586,"","$15,000.00","$7,623.16",55,2021-02-20,
865,305,"","$15,000.00","$6,933.14",39,2021-07-02,
871,291,"","$15,000.00","$5,562.95",43,2021-02-07,
686,215,"","$15,000.00","$8,587.89",36,2021-06-06,
816,840,"","$15,000.00","$5,472.93",9,2021-05-10,
565,612,"","$15,000.00","$2,366.29",28,2021-06-12,
569,799,"","$15,000.00","$3,831.67",38,2021-03-30,
734,627,"","$15,000.00","$5,108.85",56,2021-07-06,
576,738,"","$15,000.00","$6,711.45",59,2021-07-13,
875,830,"","$15,000.00","$4,019.90",28,2021-06-24,
883,704,"","$15,000.00","$9,592.45",30,2021-01-22,
802,441,"","$15,000.00","$8,251.64",25,2021-04-20,
580,342,"","$15,000.00","$9,555.06",54,2021-07-20,
755,301,"","$15,000.00","$5,064.17",17,2021-07-26,
718,258,"","$15,000.00","$7,175.35",46,2021-06-18,
870,16,"","$15,000.00","$5,839.75",46,2021-05-20,
828,42,"","$15,000.00","$1,467.76",16,2021-06-23,
557,323,"","$15,000.00","$1,913.62",42,2021-05-25,
610,604,"","$15,000.00",$368.39,11,2021-02-06,
521,169,"","$15,000.00","$7,021.95",51,2021-04-23,
573,195,"","$15,000.00","$6,362.72",14,2021-07-25,
789,202,"","$15,000.00","$3,413.21",33,2021-04-17,
752,375,"","$15,000.00","$6,911.19",17,2021-05-20,
868,624,"","$15,000.00","$9,187.22",27,2021-04-24,
776,234,"","$15,000.00","$7,784.55",31,2021-07-13,
551,800,"","$15,000.00","$7,624.57",49,2021-05-01,
831,834,"","$15,000.00","$6,165.88",52,2021-05-02,
522,230,"","$15,000.00","$1,058.23",51,2021-01-22,
719,483,"","$15,000.00","$3,120.96",39,2021-07-06,
554,767,"","$15,000.00","$8,971.33",30,2021-04-11,
707,666,"","$15,000.00","$9,620.21",36,2021-04-17,
621,183,"","$15,000.00","$2,559.32",6,2021-06-10,
844,905,"","$15,000.00","$1,859.46",11,2021-03-21,
742,975,"","$15,000.00",$548.26,22,2021-04-02,
628,68,"","$15,000.00","$4,091.13",54,2021-06-02,
640,903,"","$15,000.00",$83.65,31,2021-02-12,
843,706,"","$15,000.00","$9,184.26",39,2021-06-02,
625,974,"","$15,000.00","$4,364.08",51,2021-05-07,
736,529,"","$15,000.00","$2,571.15",54,2021-03-10,
764,128,"","$15,000.00","$4,333.27",36,2021-06-19,
836,209,"","$15,000.00","$7,937.92",45,2021-07-28,
906,9,"","$15,000.00","$5,423.91",31,2021-03-18,
832,463,"","$15,000.00","$5,220.65",36,2021-07-22,
552,467,"","$15,000.00","$4,554.13",31,2021-05-25,
819,863,"","$15,000.00","$6,683.14",58,2021-04-24,
869,655,"","$15,000.00","$5,010.35",44,2021-04-19,
605,938,"","$15,000.00","$4,936.87",18,2021-07-14,
863,837,"","$15,000.00","$7,831.52",9,2021-03-12,
859,721,"","$15,000.00","$4,885.15",27,2021-01-05,
829,357,"","$15,000.00","$8,863.65",44,2021-01-29,
837,155,"","$15,000.00","$2,325.97",55,2021-04-04,
541,598,"","$15,000.00","$6,552.06",55,2021-04-24,
777,320,"","$15,000.00","$4,508.68",26,2021-01-19,
878,29,"","$15,000.00","$4,952.05",52,2021-05-19,
744,621,"","$15,000.00","$8,020.54",11,2021-01-24,
668,386,"","$15,000.00","$6,015.20",21,2021-06-27,
818,930,"","$15,000.00","$7,143.99",16,2021-07-10,
812,366,"","$15,000.00","$7,491.36",7,2021-04-19,
685,769,"","$15,000.00","$5,956.92",24,2021-06-13,
821,788,"","$15,000.00","$6,776.52",13,2021-04-30,
689,57,"","$15,000.00","$2,835.99",41,2021-05-17,
846,212,"","$15,000.00",$239.91,58,2021-02-26,
657,957,"","$15,000.00","$7,415.33",22,2021-07-18,
622,494,"","$15,000.00","$4,647.07",16,2021-01-12,
822,687,"","$15,000.00","$6,556.45",54,2021-01-12,
678,972,"","$15,000.00","$3,510.94",14,2021-03-24,
695,722,"","$15,000.00","$8,365.43",48,2021-07-26,
615,957,"","$15,000.00",$640.35,57,2021-01-21,
607,351,"","$15,000.00","$7,602.93",56,2021-07-13,
834,65,"","$15,000.00","$9,220.24",37,2021-01-11,
851,839,"","$15,000.00","$6,978.91",57,2021-04-30,
767,806,"","$15,000.00","$2,883.22",42,2021-07-03,
897,529,"","$15,000.00","$6,662.26",31,2021-04-27,
845,284,"","$15,000.00","$1,507.35",52,2021-05-23,
876,717,"","$15,000.00","$3,181.02",20,2021-07-01,
698,277,"","$15,000.00","$6,739.54",35,2021-03-25,
600,147,"","$15,000.00","$3,749.88",47,2021-07-03,
811,277,"","$15,000.00","$5,351.23",51,2021-03-10,
794,977,"","$15,000.00","$1,819.26",58,2021-04-15,
891,976,"","$15,000.00","$9,815.43",5,2021-06-29,
751,550,"","$15,000.00",$853.86,20,2021-06-11,
535,917,"","$15,000.00","$3,181.36",8,2021-04-26,
635,430,"","$15,000.00","$3,875.94",30,2021-01-02,
705,61,"","$15,000.00",$994.44,50,2021-05-04,
649,675,"","$15,000.00","$7,402.03",24,2021-05-17,
680,417,"","$15,000.00","$6,796.94",17,2021-05-31,
814,884,"","$15,000.00","$2,401.54",20,2021-07-07,
892,859,"","$15,000.00","$3,173.91",42,2021-04-08,
673,534,"","$15,000.00","$1,223.66",45,2021-06-06,
636,903,"","$15,000.00","$8,309.07",46,2021-05-28,
528,979,"","$15,000.00","$6,308.94",24,2021-07-15,
743,332,"","$15,000.00","$7,753.79",15,2021-03-21,
805,379,"","$15,000.00","$9,230.22",40,2021-02-03,
739,778,"","$15,000.00","$3,114.75",40,2021-06-14,
564,882,"","$15,000.00","$7,392.01",22,2021-04-11,
665,321,"","$15,000.00","$8,663.58",19,2021-04-19,
626,424,"","$15,000.00","$4,141.86",24,2021-05-03,
561,979,"","$15,000.00","$6,325.70",61,2021-05-20,
658,584,"","$15,000.00","$1,790.32",39,2021-03-03,
639,562,"","$15,000.00",$523.70,48,2021-07-28,
803,98,"","$15,000.00",$501.03,55,2021-07-18,
730,137,"","$15,000.00",$770.50,51,2021-05-16,
664,56,"","$15,000.00","$8,489.44",55,2021-03-03,
909,958,"","$15,000.00","$4,453.43",20,2021-05-28,
912,548,"","$15,000.00","$2,115.11",55,2021-01-15,
940,931,"","$15,000.00","$8,911.09",62,2021-06-23,
925,235,"","$15,000.00","$3,866.45",61,2021-05-29,
915,634,"","$15,000.00","$2,304.98",48,2021-01-08,
930,657,"","$15,000.00","$4,130.86",36,2021-01-23,
938,59,"","$15,000.00","$1,067.10",50,2021-03-21,
908,8,"","$15,000.00","$8,407.65",19,2021-06-02,
928,224,"","$15,000.00","$3,420.32",33,2021-04-29,
934,144,"","$15,000.00","$5,060.59",13,2021-04-17,
932,843,"","$15,000.00","$2,590.99",34,2021-02-09,
939,100,"","$15,000.00","$3,411.46",9,2021-06-28,
914,461,"","$15,000.00",$74.78,32,2021-05-04,
913,441,"","$15,000.00","$9,352.00",52,2021-02-14,
933,391,"","$15,000.00","$7,443.61",10,2021-06-06,
936,326,"","$15,000.00","$1,129.95",36,2021-07-28,
923,645,"","$15,000.00","$6,377.57",15,2021-03-25,
921,389,"","$15,000.00","$2,012.01",24,2021-07-06,
922,187,"","$15,000.00","$5,555.21",20,2021-01-19,
22,691,"","$15,000.00","$3,299.64",27,2021-03-09,
24,957,"","$15,000.00","$6,896.18",8,2021-05-06,
11,622,"","$29,779.21","$1,832.68",39,2021-01-25,
25,133,"","$48,093.80","$2,317.95",7,2021-04-29,
2,73,"","$27,339.95","$8,145.34",30,2021-06-05,
23,730,"","$33,399.05","$2,574.48",37,2021-04-15,
12,810,"","$37,706.31","$1,824.86",41,2021-04-19,
19,300,"","$43,760.54","$5,619.26",42,2021-06-20,
21,352,"","$19,044.91","$4,152.35",25,2021-07-20,
15,359,"","$30,087.25","$1,474.76",44,2021-04-22,
3,910,"","$48,223.89","$3,864.52",59,2021-02-11,
28,860,"","$30,302.59","$5,997.88",52,2021-03-25,
16,633,"","$45,888.95","$4,441.37",18,2021-05-24,
27,56,"","$38,901.50",$518.84,55,2021-03-17,
8,367,"","$49,812.68","$4,541.03",13,2021-03-06,
7,339,"","$42,153.80","$1,423.04",5,2021-02-21,
4,176,"","$42,252.66","$2,691.73",11,2021-01-02,
1,143,"","$48,324.17","$2,429.95",52,2021-05-21,
6,424,"","$15,000.00","$6,274.28",31,2021-05-09,
17,682,"","$15,000.00","$6,839.75",13,2021-01-29,
18,397,"","$46,681.36","$3,152.29",58,2021-04-03,
9,244,"","$24,019.39","$9,144.87",17,2021-05-20,
10,535,"","$23,757.47","$7,016.19",18,2021-01-20,
29,4,"","$15,000.00","$8,216.32",6,2021-04-19,
13,245,"","$19,334.18","$7,447.55",23,2021-07-28,
26,410,"","$45,428.57","$1,405.41",38,2021-01-28,
20,811,"","$44,505.17","$9,401.79",15,2021-07-25,
31,43,"","$25,069.91","$9,292.74",27,2021-03-01,
5,31,"","$23,429.40","$1,213.13",7,2021-04-28,
30,253,"","$23,911.35","$5,585.99",60,2021-02-09,
14,772,"","$45,901.77","$4,547.74",34,2021-06-01,
48,989,"","$42,199.26","$8,183.77",60,2021-06-22,
44,614,"","$39,771.70",$758.89,23,2021-01-28,
32,804,"","$16,547.57","$2,994.36",45,2021-02-19,
34,580,"","$17,844.18","$3,667.80",34,2021-07-09,
40,803,"","$45,566.41","$9,913.19",37,2021-05-16,
49,291,"","$43,235.06",$466.22,56,2021-06-04,
63,439,"","$19,530.50","$2,997.63",7,2021-05-05,
37,36,"","$15,000.00","$3,730.85",14,2021-06-02,
59,248,"","$41,701.61",$703.98,49,2021-01-09,
52,236,"","$25,858.07","$4,634.18",49,2021-03-30,
43,247,"","$35,811.06","$4,710.15",46,2021-03-20,
46,779,"","$47,915.73","$7,651.86",55,2021-05-02,
39,843,"","$15,000.00","$1,763.33",50,2021-05-30,
42,382,"","$18,036.01","$6,569.02",48,2021-06-13,
53,716,"","$15,000.00","$5,050.70",61,2021-04-23,
60,393,"","$15,000.00","$7,550.14",27,2021-02-04,
33,360,"","$35,561.23","$9,266.21",21,2021-06-25,
67,309,"","$43,078.42","$1,333.08",13,2021-02-25,
36,982,"","$29,404.46","$9,852.07",16,2021-04-21,
54,134,"","$15,000.00","$4,786.44",20,2021-07-13,
55,241,"","$39,630.31",$770.17,61,2021-01-06,
35,702,"","$42,196.56","$1,373.43",39,2021-01-14,
38,543,"","$15,027.74","$1,593.51",22,2021-06-18,
68,527,"","$39,487.28","$9,441.08",50,2021-04-29,
65,50,"","$20,228.51","$5,695.75",55,2021-07-11,
57,295,"","$15,000.00","$2,221.39",57,2021-07-19,
50,109,"","$15,000.00","$5,320.94",10,2021-04-03,
47,139,"","$33,649.21","$9,834.00",47,2021-03-17,
61,225,"","$48,214.86","$6,860.42",26,2021-06-10,
64,732,"","$37,479.77","$7,610.92",38,2021-07-25,
56,393,"","$15,000.00","$7,547.49",42,2021-06-26,
45,705,"","$33,558.43","$4,736.80",7,2021-03-26,
41,558,"","$15,000.00","$7,243.09",38,2021-06-13,
62,358,"","$46,572.82","$5,701.42",32,2021-07-19,
51,530,"","$34,025.78","$1,169.43",35,2021-07-25,
58,937,"","$38,602.20","$1,913.75",42,2021-03-26,
66,587,"","$15,000.00","$9,744.03",58,2021-04-18,
84,62,"","$15,000.00","$8,669.57",50,2021-05-04,
86,471,"","$18,716.11","$6,792.80",62,2021-03-12,
88,635,"","$31,357.67",$688.50,15,2021-03-12,
81,375,"","$46,708.32","$6,852.69",29,2021-06-25,
71,626,"","$34,597.59","$5,026.76",35,2021-04-15,
80,810,"","$15,000.00","$4,496.45",11,2021-04-14,
70,715,"","$22,135.13","$5,981.37",20,2021-07-12,
74,669,"","$47,275.31","$4,789.96",22,2021-04-24,
101,307,"","$15,000.00",$681.42,10,2021-06-20,
90,529,"","$41,811.83","$5,908.25",53,2021-01-18,
69,667,"","$15,000.00","$2,106.37",50,2021-07-18,
96,63,"","$22,385.84","$1,852.07",44,2021-06-01,
85,707,"","$38,110.05","$9,915.15",52,2021-02-26,
98,412,"","$15,000.00","$1,422.88",37,2021-07-31,
82,338,"","$18,599.94","$9,993.79",5,2021-01-08,
79,209,"","$29,221.19",$581.04,52,2021-05-18,
99,964,"","$44,892.21","$4,354.94",14,2021-05-11,
87,613,"","$15,000.00","$5,069.33",28,2021-03-13,
91,730,"","$15,000.00","$9,464.98",62,2021-05-02,
73,197,"","$24,342.32","$1,312.40",8,2021-02-11,
72,287,"","$48,369.41","$2,153.00",5,2021-05-31,
75,16,"","$31,646.23","$2,005.46",59,2021-07-19,
102,202,"","$26,180.54","$7,533.95",24,2021-07-25,
76,621,"","$15,000.00","$8,493.83",23,2021-05-24,
93,91,"","$40,078.33","$6,441.86",56,2021-02-11,
97,755,"","$15,000.00",$882.02,11,2021-05-16,
89,456,"","$36,209.13","$7,789.98",38,2021-05-20,
